status,t_h,maxC,accepted_steps,nlu,wall_s,rss_MiB
RUNNING,0.016666667,2.55000000007,273,54,79.246,426.4
RUNNING,0.033333333,2.55000000002,322,67,91.572,538.0
RUNNING,0.050000000,2.55000000006,372,81,104.943,538.0
RUNNING,0.066666667,2.55000000007,416,94,117.084,538.0
RUNNING,0.083333333,2.55000000005,470,110,132.068,538.0
RUNNING,0.100000000,2.55000000001,523,126,146.866,538.0
RUNNING,0.116666667,2.55000000009,563,135,155.600,538.0
RUNNING,0.133333333,2.55000000001,611,148,167.836,538.0
RUNNING,0.150000000,2.55000000007,662,163,181.879,538.0
RUNNING,0.166666667,2.55000000003,706,176,193.968,538.2
RUNNING,0.500000000,2.54993412226,1653,444,445.559,538.3
RUNNING,1.000000000,2.52573763265,3028,841,814.692,538.4
RUNNING,1.500000000,2.38606243547,4353,1218,1163.480,542.8
RUNNING,0.016666667,2.55000000007,273,54,32.660,371.4
RUNNING,0.033333333,2.55000000002,322,67,38.575,417.9
RUNNING,0.050000000,2.55000000006,372,81,45.033,421.0
RUNNING,0.066666667,2.55000000007,416,94,50.980,426.3
RUNNING,0.016666667,2.55000000007,273,54,30.931,349.2
RUNNING,0.033333333,2.55000000002,322,67,36.822,396.1
RUNNING,0.050000000,2.55000000006,372,81,43.231,396.1
RUNNING,0.066666667,2.55000000007,416,94,49.085,396.1
RUNNING,0.083333333,2.55000000005,470,110,56.244,396.1
RUNNING,0.100000000,2.55000000001,523,126,63.327,396.1
RUNNING,0.116666667,2.55000000009,563,135,67.571,396.1
RUNNING,0.133333333,2.55000000001,611,148,73.449,396.1
RUNNING,0.150000000,2.55000000007,662,163,80.264,401.9
RUNNING,0.166666667,2.55000000003,706,176,86.219,401.9
RUNNING,0.500000000,2.54993412226,1654,444,209.065,401.9
RUNNING,1.000000000,2.52573763265,3026,831,385.827,410.9
RUNNING,0.016666667,2.55000000007,273,54,24.319,2408.7
RUNNING,0.033333333,2.55000000002,322,67,28.774,2915.7
RUNNING,0.050000000,2.55000000006,372,81,33.610,3452.5
RUNNING,0.066666667,2.55000000007,416,94,38.030,3950.8
RUNNING,0.083333333,2.55000000005,470,110,43.463,4562.0
RUNNING,0.100000000,2.55000000001,523,126,48.851,5173.6
RUNNING,0.116666667,2.55000000009,563,135,52.151,5517.5
RUNNING,0.133333333,2.55000000001,611,148,56.645,6014.5
RUNNING,0.150000000,2.55000000007,662,163,61.772,6587.6
RUNNING,0.166666667,2.55000000003,706,176,66.253,7084.2
RUNNING,0.500000000,2.54993412226,1654,444,158.284,17329.8
RUNNING,1.000000000,2.52573763265,3026,831,291.945,32122.6
RUNNING,0.016666667,2.55000000007,273,54,22.423,2387.8
RUNNING,0.033333333,2.55000000002,322,67,26.881,2887.5
RUNNING,0.050000000,2.55000000006,372,81,31.701,3422.5
RUNNING,0.066666667,2.55000000007,416,94,36.068,3920.4
RUNNING,0.083333333,2.55000000005,470,110,41.418,4531.6
