status,t_h,maxC,accepted_steps,nlu,wall_s,rss_MiB
RUNNING,9.011283916,0.644013282517,17899,4772,2325.043,393.4
RUNNING,9.514100170,0.603070978052,17912,4777,2327.223,394.5
RUNNING,10.014100170,0.566702609896,17924,4780,2328.709,395.0
RUNNING,10.514100170,0.534176459276,17936,4783,2330.227,395.7
RUNNING,11.014100170,0.505055434491,17948,4786,2331.712,396.4
RUNNING,11.514100170,0.478949505718,17960,4789,2333.174,397.2
RUNNING,12.014100170,0.455511193635,17972,4792,2334.651,398.4
RUNNING,12.514100170,0.434431502048,17984,4795,2336.272,398.4
RUNNING,13.014100170,0.415436220638,17996,4797,2337.364,398.4
RUNNING,13.514100170,0.39828254119,18008,4800,2338.968,398.4
RUNNING,14.014100170,0.382755944937,18020,4802,2340.050,398.4
RUNNING,14.514100170,0.368667329698,18032,4805,2341.630,403.4
RUNNING,15.014100170,0.355850353766,18044,4807,2342.656,403.4
RUNNING,15.514100170,0.344158979893,18056,4810,2344.109,405.4
RUNNING,16.014100170,0.333465207961,18068,4812,2345.052,405.4
RUNNING,16.514100170,0.323656989398,18080,4814,2346.063,405.4
RUNNING,17.014100170,0.314636319497,18092,4816,2347.216,405.4
RUNNING,17.514100170,0.306317505291,18104,4819,2348.619,408.4
RUNNING,18.014100170,0.298625606117,18116,4821,2349.597,408.4
RUNNING,18.514100170,0.291495042065,18128,4823,2350.564,408.4
RUNNING,19.014100170,0.284868362833,18140,4826,2351.899,411.9
RUNNING,19.514100170,0.278695166874,18152,4828,2352.887,411.9
RUNNING,20.014100170,0.272931158742,18164,4830,2353.854,411.9
RUNNING,20.514100170,0.267537331313,18176,4832,2354.826,411.9
RUNNING,21.014100170,0.262479259212,18188,4835,2356.189,411.9
RUNNING,21.514100170,0.257726490094,18200,4837,2357.177,411.9
RUNNING,22.014100170,0.253252021185,18212,4839,2358.167,411.9
RUNNING,22.514100170,0.249031849591,18224,4841,2359.150,411.9
RUNNING,23.014100170,0.245044586051,18236,4843,2360.249,411.9
RUNNING,23.514100170,0.241271123073,18248,4846,2361.638,419.6
RUNNING,24.014100170,0.237694349544,18260,4848,2362.608,419.6
RUNNING,24.514100170,0.234298904989,18272,4850,2363.613,419.6
RUNNING,25.014100170,0.231070967672,18284,4852,2364.609,419.6
RUNNING,25.514100170,0.227998071518,18296,4854,2365.593,419.6
RUNNING,26.014100170,0.225068947655,18308,4856,2366.696,419.6
RUNNING,26.514100170,0.222273386969,18320,4858,2367.919,419.6
RUNNING,27.014100170,0.219602120628,18332,4860,2369.219,419.6
RUNNING,27.514100170,0.217046716004,18344,4863,2370.788,428.0
RUNNING,28.014100170,0.21459948579,18356,4865,2371.763,428.0
RUNNING,28.514100170,0.212253408477,18368,4867,2372.738,428.0
RUNNING,29.014100170,0.2100020586,18380,4869,2373.716,428.0
RUNNING,29.514100170,0.207839545425,18392,4871,2374.692,428.0
RUNNING,30.014100170,0.205760458931,18404,4873,2375.667,428.0
RUNNING,30.514100170,0.203759822115,18416,4875,2376.648,428.0
RUNNING,31.014100170,0.201833048794,18428,4877,2377.650,428.0
RUNNING,31.514100170,0.199975906187,18440,4879,2378.730,428.0
RUNNING,32.014100170,0.19818448167,18452,4881,2379.791,428.0
RUNNING,32.514100170,0.196455153172,18464,4883,2380.912,428.0
RUNNING,33.014100170,0.194784562776,18476,4887,2382.548,438.0
RUNNING,33.514100170,0.193169593118,18488,4889,2383.564,438.0
RUNNING,34.014100170,0.19160734625,18500,4891,2384.575,438.0
RUNNING,34.514100170,0.190095124686,18512,4893,2385.584,438.0
RUNNING,35.014100170,0.188630414365,18524,4895,2386.596,438.0
RUNNING,35.514100170,0.187210869309,18536,4897,2387.604,438.0
RUNNING,36.014100170,0.185834297794,18548,4899,2388.616,438.0
RUNNING,36.514100170,0.184498649853,18560,4901,2389.611,438.0
RUNNING,37.014100170,0.183202005977,18572,4903,2390.606,438.0
RUNNING,37.514100170,0.18194256687,18584,4905,2391.587,438.0
RUNNING,38.014100170,0.180718644151,18596,4907,2392.573,438.0
RUNNING,38.514100170,0.179528651915,18608,4909,2393.570,438.0
RUNNING,39.014100170,0.178371099033,18620,4912,2394.824,438.0
RUNNING,39.514100170,0.177244582153,18632,4914,2395.798,438.0
RUNNING,40.014100170,0.176147779302,18644,4916,2396.806,438.0
RUNNING,40.514100170,0.175079444037,18656,4919,2398.073,438.0
RUNNING,41.014100170,0.174038400103,18668,4921,2399.105,438.0
RUNNING,41.514100170,0.173023536524,18680,4924,2400.401,438.0
RUNNING,42.014100170,0.172033803118,18692,4926,2401.478,438.0
RUNNING,42.514100170,0.171068206356,18704,4928,2402.558,438.0
RUNNING,43.014100170,0.170125805578,18716,4931,2403.901,438.0
RUNNING,43.514100170,0.169205709486,18728,4933,2405.018,438.0
RUNNING,44.014100170,0.168307072931,18740,4936,2406.381,438.0
RUNNING,44.514100170,0.167429093937,18752,4938,2407.529,438.0
RUNNING,45.014100170,0.16657101096,18764,4940,2408.675,438.0
RUNNING,45.514100170,0.165732100347,18776,4943,2410.068,438.0
RUNNING,46.014100170,0.164911673989,18788,4945,2411.227,438.0
RUNNING,46.514100170,0.164109077145,18800,4948,2412.707,438.0
RUNNING,47.014100170,0.163323686427,18812,4950,2413.860,438.0
RUNNING,47.514100170,0.162554907926,18824,4952,2415.059,438.0
RUNNING,48.014100170,0.161802175474,18836,4955,2416.546,438.0
RUNNING,48.514100170,0.161064949024,18848,4957,2417.752,438.0
RUNNING,49.014100170,0.16034271315,18860,4960,2419.247,438.0
RUNNING,49.514100170,0.15963497564,18872,4962,2420.457,438.0
RUNNING,50.014100170,0.158941266196,18884,4964,2421.691,438.0
RUNNING,50.514100170,0.158261135206,18896,4967,2423.205,438.0
RUNNING,51.014100170,0.157594152617,18908,4969,2424.478,438.0
RUNNING,51.514100170,0.15693990686,18920,4972,2426.030,438.0
RUNNING,52.014100170,0.156298003864,18932,4974,2427.283,438.0
RUNNING,52.514100170,0.155668066122,18944,4976,2428.548,438.0
RUNNING,53.014100170,0.15504973182,18956,4979,2430.103,438.0
RUNNING,53.514100170,0.154442654017,18968,4981,2431.543,438.0
RUNNING,54.014100170,0.153846499885,18980,4984,2433.252,438.0
RUNNING,54.514100170,0.153260949985,18992,4986,2434.659,438.0
RUNNING,55.014100170,0.152685697593,19004,4988,2436.105,438.0
RUNNING,55.514100170,0.152120448066,19016,4991,2437.795,438.0
RUNNING,56.014100170,0.151564918246,19028,4993,2439.242,438.0
RUNNING,56.514100170,0.151018835897,19040,4996,2440.946,438.0
RUNNING,57.014100170,0.150481939175,19052,4999,2442.360,481.4
DRIED,57.470180925,0.149999999971,19063,5001,2448.291,565.9
