status,t_h,maxC,accepted_steps,nlu,wall_s,rss_MiB
RUNNING,0.166666667,2.55,679,166,62.240,6701.6
RUNNING,0.500000000,2.54993412226,1569,418,147.312,16334.9
RUNNING,1.000000000,2.52573765481,2854,780,269.616,30173.0
RUNNING,1.500000000,2.38606422567,4081,1126,395.884,43393.4
RUNNING,0.016666667,2.55000000006,268,53,22.616,2347.7
RUNNING,0.033333333,2.55,315,66,27.036,2847.8
RUNNING,0.050000000,2.55,362,79,31.561,3344.4
RUNNING,0.066666667,2.55,404,91,35.712,3808.6
RUNNING,0.083333333,2.55,456,105,40.578,4338.8
RUNNING,0.100000000,2.55,506,118,45.246,4835.4
RUNNING,0.116666667,2.55,543,129,48.935,5256.2
RUNNING,0.133333333,2.55,590,142,53.469,5752.8
RUNNING,0.150000000,2.55,638,155,58.034,6249.8
RUNNING,0.166666667,2.55,679,166,61.949,6670.2
RUNNING,0.500000000,2.54993412226,1569,418,149.062,16304.3
RUNNING,1.000000000,2.52573765481,2854,780,274.230,30142.4
RUNNING,0.016666667,2.55000000006,268,53,22.286,2348.7
RUNNING,0.033333333,2.55,315,66,26.566,2848.8
RUNNING,0.050000000,2.55,362,79,30.981,3345.3
RUNNING,0.066666667,2.55,404,91,35.042,3809.1
RUNNING,0.083333333,2.55,456,105,39.815,4339.3
RUNNING,0.100000000,2.55,506,118,44.367,4835.9
RUNNING,0.116666667,2.55,543,129,47.998,5256.8
RUNNING,0.133333333,2.55,590,142,52.422,5753.8
RUNNING,0.150000000,2.55,638,155,56.932,6250.8
RUNNING,0.166666667,2.55,679,166,60.744,6671.6
RUNNING,0.500000000,2.54993412226,1569,418,145.851,16305.7
RUNNING,1.000000000,2.52573765481,2854,780,267.964,30143.8
RUNNING,0.016666667,2.55000000006,268,53,31.498,331.1
RUNNING,0.033333333,2.55,315,66,37.307,376.4
RUNNING,0.050000000,2.55,362,79,43.297,376.4
RUNNING,0.066666667,2.55,404,91,48.769,376.4
RUNNING,0.083333333,2.55,456,105,55.141,376.4
RUNNING,0.100000000,2.55,506,118,61.265,376.4
RUNNING,0.116666667,2.55,543,129,66.221,376.4
RUNNING,0.133333333,2.55,590,142,72.150,376.4
RUNNING,0.150000000,2.55,638,155,78.195,376.4
RUNNING,0.166666667,2.55,679,166,83.301,376.4
RUNNING,0.500000000,2.54993412226,1569,418,199.971,377.3
RUNNING,1.000000000,2.52573765481,2854,780,366.778,378.4
RUNNING,1.500000000,2.38606422567,4081,1126,526.381,378.8
RUNNING,2.000000000,2.17085151648,5295,1469,686.613,379.2
RUNNING,2.500000000,1.95664174573,6611,1848,865.794,380.0
RUNNING,3.000000000,1.76617709611,7993,2229,1047.978,380.8
RUNNING,3.500000000,1.59964441719,9310,2599,1221.568,382.1
RUNNING,4.000000000,1.45360599998,10665,2978,1397.736,383.1
RUNNING,4.528340526,1.31759431206,10804,3014,1415.292,383.2
RUNNING,5.027157050,1.20397442567,10813,3016,1416.342,383.2
RUNNING,5.549193248,1.09841001431,10820,3017,1417.034,383.2
RUNNING,6.049193248,1.00856888992,10826,3018,1417.658,383.2
RUNNING,6.549193248,0.92849100896,10832,3019,1418.251,383.2
RUNNING,7.049193248,0.857096638796,10838,3020,1418.787,383.2
RUNNING,7.549193248,0.793431797936,10844,3022,1419.688,388.8
RUNNING,8.049193248,0.736647554557,10850,3023,1420.243,388.8
RUNNING,8.549193248,0.685985881793,10856,3025,1421.308,391.2
RUNNING,9.049193248,0.6407688676,10862,3026,1421.856,391.2
RUNNING,9.549193248,0.600389907205,10868,3027,1422.563,391.2
RUNNING,10.049193248,0.564306241196,10874,3029,1423.480,393.1
RUNNING,10.549193248,0.532032501901,10880,3030,1424.152,393.1
RUNNING,11.049193248,0.503135057861,10886,3032,1425.090,394.8
RUNNING,11.549193248,0.477227005881,10892,3034,1426.062,395.8
RUNNING,12.049193248,0.453963693868,10898,3036,1427.058,396.8
RUNNING,12.549193248,0.433038681857,10904,3038,1428.057,398.3
RUNNING,13.049193248,0.414180068588,10910,3040,1429.072,398.3
RUNNING,13.549193248,0.397147128109,10916,3041,1429.755,398.3
RUNNING,14.049193248,0.381727214914,10922,3043,1430.714,400.5
RUNNING,14.549193248,0.367732906982,10928,3045,1431.672,401.4
RUNNING,15.049193248,0.354999364186,10934,3047,1432.687,402.7
RUNNING,15.549193248,0.343381885816,10940,3048,1433.306,402.7
RUNNING,16.049193248,0.332753656187,10946,3050,1434.321,402.7
RUNNING,16.549193248,0.323003671607,10952,3051,1434.905,402.7
RUNNING,17.049193248,0.314034845091,10958,3052,1435.554,402.7
RUNNING,17.549193248,0.305762286452,10964,3053,1436.280,402.7
RUNNING,18.049193248,0.298111754822,10970,3055,1437.244,407.5
RUNNING,18.549193248,0.291018278635,10976,3055,1437.566,407.5
RUNNING,19.049193248,0.284424935371,10982,3056,1438.198,407.5
RUNNING,19.549193248,0.278281780817,10988,3057,1438.832,407.5
RUNNING,20.049193248,0.272544915609,10994,3058,1439.536,407.5
RUNNING,20.549193248,0.267175675694,11000,3059,1440.259,407.5
RUNNING,21.049193248,0.262139933054,11006,3060,1440.984,407.5
RUNNING,21.549193248,0.257407493361,11012,3062,1441.906,413.8
RUNNING,22.049193248,0.25295157805,11018,3063,1442.441,413.8
RUNNING,22.549193248,0.248748379399,11024,3064,1442.983,413.8
RUNNING,23.049193248,0.244776678381,11030,3065,1443.531,413.8
RUNNING,23.549193248,0.241017516294,11036,3066,1444.080,413.8
RUNNING,24.049193248,0.237453912367,11042,3067,1444.631,413.8
RUNNING,24.549193248,0.234070620572,11048,3069,1445.590,413.8
RUNNING,25.049193248,0.230853919895,11054,3070,1446.129,413.8
RUNNING,25.549193248,0.227791433114,11060,3071,1446.669,413.8
RUNNING,26.049193248,0.224871969928,11066,3072,1447.207,413.8
RUNNING,26.549193248,0.222085390863,11072,3073,1447.735,413.8
RUNNING,27.049193248,0.219422488954,11078,3074,1448.272,413.8
RUNNING,27.549193248,0.21687488666,11084,3075,1448.814,413.8
RUNNING,28.049193248,0.214434945834,11090,3076,1449.367,413.8
RUNNING,28.549193248,0.212095688936,11096,3077,1450.090,413.8
RUNNING,29.049193248,0.209850729906,11102,3078,1450.812,413.8
RUNNING,29.549193248,0.207694213404,11108,3080,1451.822,429.0
RUNNING,30.049193248,0.205620761261,11114,3081,1452.353,429.0
RUNNING,30.549193248,0.203625425196,11120,3082,1452.887,429.0
RUNNING,31.049193248,0.201703644979,11126,3083,1453.422,429.0
RUNNING,31.549193248,0.199851211316,11132,3084,1453.957,429.0
RUNNING,32.049193248,0.198064232882,11138,3085,1454.493,429.0
RUNNING,32.549193248,0.196339106958,11144,3086,1455.026,429.0
RUNNING,33.049193248,0.194672493233,11150,3087,1455.563,429.0
RUNNING,33.549193248,0.193061290388,11156,3088,1456.099,429.0
RUNNING,34.049193248,0.191502615127,11162,3089,1456.638,429.0
RUNNING,34.549193248,0.189993783361,11168,3090,1457.180,429.0
RUNNING,35.049193248,0.188532293292,11174,3091,1457.721,429.0
RUNNING,35.549193248,0.187115810193,11180,3092,1458.273,429.0
RUNNING,36.049193248,0.18574215267,11186,3093,1458.848,429.0
RUNNING,36.549193248,0.18440928026,11192,3095,1459.748,429.0
RUNNING,37.049193248,0.183115282202,11198,3097,1460.663,442.3
RUNNING,37.549193248,0.181858367267,11204,3098,1461.209,442.3
RUNNING,38.049193248,0.180636854527,11210,3099,1461.759,442.3
RUNNING,38.549193248,0.179449164958,11216,3100,1462.316,442.3
RUNNING,39.049193248,0.178293813806,11222,3101,1462.870,442.3
RUNNING,39.549193248,0.177169403626,11228,3102,1463.428,442.3
RUNNING,40.049193248,0.17607461792,11234,3103,1463.993,442.3
RUNNING,40.549193248,0.175008215335,11240,3104,1464.561,442.3
RUNNING,41.049193248,0.173969024343,11246,3105,1465.127,442.3
RUNNING,41.549193248,0.172955938373,11252,3106,1465.692,442.3
RUNNING,42.049193248,0.171967911339,11258,3107,1466.256,442.3
RUNNING,42.549193248,0.171003953541,11264,3108,1466.817,442.3
RUNNING,43.049193248,0.170063127883,11270,3109,1467.371,442.3
RUNNING,43.549193248,0.169144546404,11276,3110,1467.920,442.3
RUNNING,44.049193248,0.168247367074,11282,3111,1468.462,442.3
RUNNING,44.549193248,0.167370790836,11288,3112,1469.004,442.3
RUNNING,45.049193248,0.166514058878,11294,3113,1469.539,442.3
RUNNING,45.549193248,0.165676450112,11300,3114,1470.072,442.3
RUNNING,46.049193248,0.164857278834,11306,3115,1470.602,442.3
RUNNING,46.549193248,0.164055892564,11312,3116,1471.131,442.3
RUNNING,47.049193248,0.163271670037,11318,3118,1471.934,442.3
RUNNING,47.549193248,0.16250401934,11324,3119,1472.469,442.3
RUNNING,48.049193248,0.161752376185,11330,3120,1473.009,442.3
RUNNING,48.549193248,0.161016202298,11336,3121,1473.548,442.3
RUNNING,49.049193248,0.16029498392,11342,3122,1474.118,442.3
RUNNING,49.549193248,0.159588230416,11348,3124,1474.988,442.3
RUNNING,50.049193248,0.158895472973,11354,3125,1475.578,442.3
RUNNING,50.549193248,0.158216263385,11360,3126,1476.158,442.3
RUNNING,51.049193248,0.157550172925,11366,3127,1476.753,442.3
RUNNING,51.549193248,0.15689679128,11372,3128,1477.369,442.3
RUNNING,52.049193248,0.156255725568,11378,3130,1478.264,442.3
RUNNING,52.549193248,0.155626599407,11384,3131,1478.857,442.3
RUNNING,53.049193248,0.155009052048,11390,3132,1479.489,442.3
RUNNING,53.549193248,0.154402737564,11396,3133,1480.227,442.3
RUNNING,54.049193248,0.153807324084,11402,3134,1480.954,442.3
RUNNING,54.549193248,0.153222493079,11408,3136,1481.985,442.3
RUNNING,55.049193248,0.152647938692,11414,3137,1482.739,442.3
RUNNING,55.549193248,0.152083367101,11420,3138,1483.479,442.3
RUNNING,56.049193248,0.151528495928,11426,3139,1484.243,442.3
RUNNING,56.549193248,0.15098305368,11432,3140,1484.980,442.3
RUNNING,57.049193248,0.150446779223,11438,3142,1486.049,442.3
DRIED,57.472253685,0.149999999991,11444,3143,1490.219,545.5
