status,t_h,maxC,accepted_steps,nlu,wall_s,rss_MiB
RUNNING,0.016666667,2.5500011231,281,53,11.330,256.7
RUNNING,0.033333333,2.55001180843,334,68,13.462,277.2
RUNNING,0.050000000,2.55000244027,388,84,15.757,285.2
RUNNING,0.066666667,2.55001410892,440,101,18.160,285.9
RUNNING,0.083333333,2.55001931168,499,118,20.615,285.9
RUNNING,0.100000000,2.55000244348,555,133,22.817,285.9
RUNNING,0.116666667,2.55000429861,597,146,24.665,285.9
RUNNING,0.133333333,2.55000356939,650,163,27.060,286.2
RUNNING,0.150000000,2.55000088526,706,178,29.274,288.4
RUNNING,0.166666667,2.55000176884,755,192,31.328,288.4
RUNNING,0.500000000,2.55000148579,1778,490,74.724,297.7
RUNNING,1.000000000,2.55000007537,3274,924,138.269,307.4
RUNNING,1.500000000,2.54990762029,4713,1360,201.408,312.0
RUNNING,2.000000000,2.54536427122,6163,1787,263.711,321.6
RUNNING,2.500000000,2.51795224417,7733,2245,330.700,321.6
RUNNING,3.000000000,2.45472396011,9378,2722,400.595,325.6
RUNNING,3.500000000,2.3592180011,10966,3173,467.245,325.6
RUNNING,4.000000000,2.24187273529,12600,3648,536.686,325.6
RUNNING,4.500000000,2.11281427781,12764,3693,543.439,325.6
RUNNING,5.000000000,1.97987590271,12820,3709,545.725,325.6
RUNNING,5.500000000,1.84785822489,12872,3726,547.993,325.6
RUNNING,6.000000000,1.71957593126,12923,3740,549.964,326.8
RUNNING,6.500000000,1.59746819161,12975,3753,551.795,342.8
RUNNING,7.000000000,1.4826564032,13014,3766,553.528,342.8
RUNNING,7.500000000,1.37554497018,13063,3779,555.287,342.8
RUNNING,8.000000000,1.27669473593,13118,3793,557.216,342.8
RUNNING,8.500000000,1.18596269513,13162,3807,559.078,342.8
RUNNING,9.000000000,1.10292466042,13213,3820,560.875,342.8
RUNNING,9.500000000,1.0270933986,13257,3832,562.510,342.8
RUNNING,10.000000000,0.957861705741,13303,3846,564.376,342.8
RUNNING,10.500000000,0.894799622289,13342,3859,566.121,342.8
RUNNING,11.000000000,0.837426804831,13382,3870,567.656,342.8
RUNNING,11.500000000,0.785201052614,13421,3883,569.402,342.8
RUNNING,12.000000000,0.737665697651,13466,3895,571.088,342.8
RUNNING,12.536773066,0.691445265774,13506,3907,572.749,342.8
RUNNING,13.019558357,0.653720305325,13514,3909,573.078,342.8
RUNNING,13.500000000,0.619423899393,13520,3912,573.470,342.8
RUNNING,14.000000000,0.586851011764,13560,3925,575.223,348.7
RUNNING,14.500000000,0.557135347564,13601,3937,576.842,348.7
RUNNING,15.028151157,0.52852650993,13641,3949,578.469,348.7
RUNNING,15.500000000,0.505154189422,13649,3951,578.783,348.7
RUNNING,16.007328396,0.482107771717,13690,3964,580.516,348.7
RUNNING,16.500000000,0.461600041042,13698,3966,580.839,348.7
RUNNING,17.000000000,0.442494568053,13738,3977,582.342,348.7
RUNNING,17.536256117,0.42371404647,13778,3989,583.944,348.7
RUNNING,18.000000000,0.408743652172,13785,3991,584.222,348.7
RUNNING,18.511830231,0.393464749697,13825,4003,585.859,348.7
RUNNING,19.009134634,0.379758432826,13832,4005,586.124,348.7
RUNNING,19.509134634,0.36699734421,13838,4006,586.335,348.7
RUNNING,20.009134634,0.355159665161,13844,4007,586.525,348.7
RUNNING,20.509134634,0.344157473312,13850,4008,586.708,348.7
RUNNING,21.009134634,0.333912627778,13856,4010,587.007,348.7
RUNNING,21.509134634,0.324355582644,13862,4011,587.176,348.7
RUNNING,22.000000000,0.315582239873,13868,4012,587.341,348.7
RUNNING,22.500000000,0.307218223091,13910,4026,589.197,348.7
RUNNING,23.000000000,0.299381500884,13945,4037,590.632,348.7
RUNNING,23.500000000,0.292026619767,13979,4048,592.091,348.7
RUNNING,24.000000000,0.285112859075,14013,4060,593.652,348.7
RUNNING,24.500000000,0.278603680562,14047,4071,595.103,348.7
RUNNING,25.000000000,0.272466231014,14083,4083,596.683,348.7
RUNNING,25.549594121,0.266113963497,14119,4094,598.173,348.7
RUNNING,26.026755512,0.260911027946,14125,4096,598.455,348.7
RUNNING,26.500000000,0.256015114861,14131,4097,598.639,348.7
RUNNING,27.000000000,0.251103358174,14166,4110,600.321,348.7
RUNNING,27.558679328,0.245908999996,14201,4121,601.797,348.7
RUNNING,28.036086186,0.241701247266,14207,4123,602.070,348.7
RUNNING,28.536086186,0.237505816182,14213,4124,602.242,348.7
RUNNING,29.000000000,0.233793576881,14219,4125,602.415,348.7
RUNNING,29.500000000,0.229970803487,14257,4139,604.203,348.7
RUNNING,30.004305694,0.226290339905,14287,4148,605.409,348.7
RUNNING,30.548455093,0.222506402814,14294,4150,605.700,348.7
RUNNING,31.048455093,0.21918935151,14300,4151,605.873,348.7
RUNNING,31.548455093,0.216015338395,14306,4152,606.041,348.7
RUNNING,32.048455093,0.212975383825,14312,4153,606.216,348.7
RUNNING,32.548455093,0.210061224354,14318,4154,606.391,348.7
RUNNING,33.048455093,0.207265244773,14324,4155,606.562,348.7
RUNNING,33.548455093,0.204580417525,14330,4156,606.734,348.7
RUNNING,34.048455093,0.202000248622,14336,4157,606.904,348.7
RUNNING,34.500000000,0.199755054659,14342,4158,607.077,348.7
RUNNING,35.000000000,0.197355869326,14377,4170,608.690,348.7
RUNNING,35.517689865,0.194963086201,14407,4180,610.004,355.2
RUNNING,36.079149833,0.192469233356,14414,4182,610.291,355.2
RUNNING,36.579149833,0.190332035753,14420,4183,610.463,355.2
RUNNING,37.079149833,0.188269328291,14426,4184,610.643,355.2
RUNNING,37.579149833,0.186277241456,14432,4186,610.909,355.2
RUNNING,38.079149833,0.184352165294,14438,4187,611.083,355.2
RUNNING,38.579149833,0.182490728454,14444,4188,611.260,355.2
RUNNING,39.079149833,0.180689779153,14450,4189,611.435,355.2
RUNNING,39.579149833,0.178946367891,14456,4190,611.610,355.2
RUNNING,40.079149833,0.177257731753,14462,4191,611.786,355.2
RUNNING,40.579149833,0.175621280122,14468,4192,611.959,355.2
RUNNING,41.079149833,0.174034581674,14474,4193,612.136,355.2
RUNNING,41.579149833,0.172495352501,14480,4194,612.311,355.2
RUNNING,42.079149833,0.171001445276,14486,4195,612.489,355.2
RUNNING,42.579149833,0.169550839335,14492,4196,612.665,355.2
RUNNING,43.079149833,0.168141631603,14498,4197,612.837,355.2
RUNNING,43.579149833,0.166772028273,14504,4198,613.013,355.2
RUNNING,44.079149833,0.165440337171,14510,4199,613.184,355.2
RUNNING,44.579149833,0.16414496075,14516,4200,613.358,355.2
RUNNING,45.079149833,0.162884389637,14522,4201,613.534,355.2
RUNNING,45.579149833,0.161657196702,14528,4202,613.704,355.2
RUNNING,46.079149833,0.16046203159,14534,4203,613.888,355.2
RUNNING,46.579149833,0.159297615679,14540,4205,614.164,355.2
RUNNING,47.079149833,0.158162737422,14546,4206,614.355,355.2
RUNNING,47.579149833,0.157056248049,14552,4207,614.551,355.2
RUNNING,48.079149833,0.155977057587,14558,4208,614.739,355.2
RUNNING,48.579149833,0.154924131178,14564,4209,614.935,355.2
RUNNING,49.079149833,0.153896485665,14570,4211,615.243,355.2
RUNNING,49.579149833,0.152893186427,14576,4212,615.466,355.2
RUNNING,50.079149833,0.151913344444,14582,4213,615.685,355.2
RUNNING,50.579149833,0.150956113567,14588,4214,615.907,356.0
RUNNING,51.079149833,0.15002068798,14594,4215,616.131,357.0
DRIED,51.090338022,0.149999999974,14595,4216,620.244,480.6
RUNNING,0.016666667,2.5500011231,281,53,7.218,247.7
RUNNING,0.033333333,2.55001180843,334,68,8.503,259.8
RUNNING,0.050000000,2.55000244027,388,84,9.934,272.2
