status,t_h,maxC,accepted_steps,nlu,wall_s,rss_MiB
RUNNING,7.015046446,0.861707593375,11837,3375,809.019,302.9
RUNNING,7.519817906,0.79696579098,11860,3382,810.835,303.8
RUNNING,8.002271915,0.741696982419,11876,3387,812.144,304.9
RUNNING,8.536967004,0.687149618413,11890,3392,813.368,305.8
RUNNING,9.043477487,0.641250165987,11901,3395,814.224,306.7
RUNNING,9.529748773,0.601869744215,11910,3399,815.147,308.0
RUNNING,10.013609004,0.566736333524,11918,3401,815.723,308.7
RUNNING,10.557422701,0.53152438303,11926,3404,816.459,309.4
RUNNING,11.005736347,0.505516689999,11932,3406,816.968,310.2
RUNNING,11.570933760,0.476157011797,11939,3409,817.699,311.9
RUNNING,12.070933760,0.453001677404,11945,3411,818.222,312.8
RUNNING,12.570933760,0.432172108687,11951,3412,818.569,312.8
RUNNING,13.070933760,0.413397829822,11957,3414,819.088,314.1
RUNNING,13.570933760,0.396439400266,11963,3416,819.634,315.6
RUNNING,14.070933760,0.381085330764,11969,3417,820.008,315.6
RUNNING,14.570933760,0.367149236155,11975,3419,820.525,317.0
RUNNING,15.070933760,0.35446720275,11981,3421,821.042,318.3
RUNNING,15.570933760,0.342895354246,11987,3422,821.383,318.3
RUNNING,16.070933760,0.332307605351,11993,3424,821.946,320.5
RUNNING,16.570933760,0.322593596569,11999,3425,822.236,320.5
RUNNING,17.070933760,0.313656806588,12005,3426,822.569,320.5
RUNNING,17.570933760,0.305412839958,12011,3427,822.934,320.5
RUNNING,18.070933760,0.297787887026,12017,3428,823.334,320.5
RUNNING,18.570933760,0.290717351042,12023,3430,823.831,324.7
RUNNING,19.070933760,0.284144634652,12029,3431,824.114,324.7
RUNNING,19.570933760,0.278020075395,12035,3432,824.437,324.7
RUNNING,20.070933760,0.272300017922,12041,3433,824.777,324.7
RUNNING,20.570933760,0.266946009544,12047,3434,825.113,324.7
RUNNING,21.070933760,0.261924105449,12053,3435,825.449,324.7
RUNNING,21.570933760,0.257204270285,12059,3437,825.937,330.2
RUNNING,22.070933760,0.252759863643,12065,3438,826.224,330.2
RUNNING,22.570933760,0.248567198076,12071,3439,826.508,330.2
RUNNING,23.070933760,0.244605159468,12077,3440,826.803,330.2
RUNNING,23.570933760,0.240854880826,12083,3441,827.089,330.2
RUNNING,24.070933760,0.237299461723,12089,3442,827.405,330.2
RUNNING,24.570933760,0.233923726683,12095,3444,827.880,335.8
RUNNING,25.070933760,0.230714016788,12101,3445,828.162,335.8
RUNNING,25.570933760,0.227658009606,12107,3446,828.457,335.8
RUNNING,26.070933760,0.224744563285,12113,3447,828.743,335.8
RUNNING,26.570933760,0.221963581298,12119,3448,829.038,335.8
RUNNING,27.070933760,0.219305894842,12125,3449,829.324,335.8
RUNNING,27.570933760,0.216763160355,12131,3450,829.612,335.8
RUNNING,28.070933760,0.214327770018,12137,3451,829.974,335.8
RUNNING,28.570933760,0.211992773419,12143,3452,830.348,335.8
RUNNING,29.070933760,0.209751808814,12149,3453,830.741,335.8
RUNNING,29.570933760,0.207599042706,12155,3455,831.231,345.0
RUNNING,30.070933760,0.205529116585,12161,3456,831.522,345.0
RUNNING,30.570933760,0.203537099902,12167,3457,831.811,345.0
RUNNING,31.070933760,0.201618448445,12173,3458,832.102,345.0
RUNNING,31.570933760,0.199768967426,12179,3459,832.390,345.0
RUNNING,32.070933760,0.197984778674,12185,3460,832.683,345.0
RUNNING,32.570933760,0.196262291419,12191,3461,832.972,345.0
RUNNING,33.070933760,0.194598176226,12197,3462,833.265,345.0
RUNNING,33.570933760,0.19298934169,12203,3463,833.557,345.0
RUNNING,34.070933760,0.191432913568,12209,3464,833.848,345.0
RUNNING,34.570933760,0.189926216048,12215,3465,834.139,345.0
RUNNING,35.070933760,0.188466754916,12221,3466,834.427,345.0
RUNNING,35.570933760,0.187052202397,12227,3467,834.756,345.0
RUNNING,36.070933760,0.185680383486,12233,3468,835.058,345.0
RUNNING,36.570933760,0.184349263594,12239,3469,835.401,345.0
RUNNING,37.070933760,0.183056937373,12245,3470,835.738,345.0
RUNNING,37.570933760,0.181801618585,12251,3473,836.391,360.4
RUNNING,38.070933760,0.18058163091,12257,3474,836.672,360.4
RUNNING,38.570933760,0.179395399586,12263,3475,836.953,360.4
RUNNING,39.070933760,0.178241443806,12269,3476,837.239,360.4
RUNNING,39.570933760,0.177118369777,12275,3477,837.528,360.4
RUNNING,40.070933760,0.176024864396,12281,3478,837.812,360.4
RUNNING,40.570933760,0.17495968946,12287,3479,838.106,360.4
RUNNING,41.070933760,0.17392167637,12293,3480,838.387,360.4
RUNNING,41.570933760,0.172909721282,12299,3481,838.675,360.4
RUNNING,42.070933760,0.171922780654,12305,3482,838.964,360.4
RUNNING,42.570933760,0.170959867153,12311,3483,839.249,360.4
RUNNING,43.070933760,0.170020045898,12317,3484,839.542,360.4
RUNNING,43.570933760,0.169102430996,12323,3485,839.827,360.4
RUNNING,44.070933760,0.16820618235,12329,3486,840.121,360.4
RUNNING,44.570933760,0.167330502714,12335,3487,840.410,360.4
RUNNING,45.070933760,0.166474634975,12341,3488,840.701,360.4
RUNNING,45.570933760,0.165637859634,12347,3489,840.993,360.4
RUNNING,46.070933760,0.164819492483,12353,3490,841.282,360.4
RUNNING,46.570933760,0.164018882443,12359,3491,841.574,360.4
RUNNING,47.070933760,0.163235409568,12365,3492,841.858,360.4
RUNNING,47.570933760,0.162468483189,12371,3493,842.147,360.4
RUNNING,48.070933760,0.161717540184,12377,3494,842.435,360.4
RUNNING,48.570933760,0.160982043379,12383,3496,842.865,360.4
RUNNING,49.070933760,0.160261480057,12389,3497,843.152,360.4
RUNNING,49.570933760,0.15955536056,12395,3498,843.437,360.4
RUNNING,50.070933760,0.158863217001,12401,3499,843.744,360.5
RUNNING,50.570933760,0.158184602047,12407,3500,844.048,361.3
RUNNING,51.070933760,0.157519087798,12413,3502,844.497,362.8
RUNNING,51.570933760,0.156866264724,12419,3503,844.805,363.6
RUNNING,52.070933760,0.156225740682,12425,3504,845.132,364.4
RUNNING,52.570933760,0.155597139992,12431,3505,845.451,365.2
RUNNING,53.070933760,0.154980102568,12437,3506,845.777,365.9
RUNNING,53.570933760,0.154374283115,12443,3508,846.326,367.6
RUNNING,54.070933760,0.153779350359,12449,3509,846.738,368.3
RUNNING,54.570933760,0.153194986342,12455,3510,847.164,369.4
RUNNING,55.070933760,0.152620885742,12461,3511,847.594,370.2
RUNNING,55.570933760,0.152056755254,12467,3512,848.018,371.0
RUNNING,56.070933760,0.151502312986,12473,3514,848.581,372.5
RUNNING,56.570933760,0.150957287909,12479,3515,848.999,373.2
RUNNING,57.070933760,0.150421419332,12485,3516,849.430,374.0
DRIED,57.470121583,0.149999999965,12490,3517,854.602,507.4
