time_s,r=0.0cm,r=0.1cm,r=0.2cm,r=0.3cm,r=0.4cm,r=0.5cm,r=0.6cm,r=0.7cm,r=0.8cm,r=0.9cm,r=1.0cm,r=1.1cm,r=1.2cm,r=1.3cm,r=1.4cm,r=1.5cm,r=1.6cm,r=1.7cm,r=1.8cm,r=1.9cm,surface,radius_cm
108840,0.224675447177,0.224019811642,0.222046619458,0.218735927489,0.214050573965,0.207929053513,0.200272314050,0.190918726897,0.179592907803,0.165786961189,0.148422642552,0.124451410467,0.062884823234,,,,,,,,0.059300696348,1.201000000000
108900,0.224559199296,0.223904107284,0.221932545485,0.218624570761,0.213943023269,0.207826404944,0.200175682720,0.190829270410,0.179511873433,0.165715787131,0.148363209962,0.124406902507,0.062870261724,,,,,,,,0.059287280331,1.201000000000
108960,0.224443128059,0.223788578613,0.221818644338,0.218513382107,0.213835634024,0.207723909361,0.200079194083,0.190739944494,0.179430955631,0.165644713579,0.148303859262,0.124362453769,0.062855727130,,,,,,,,0.059273893324,1.201000000000
109020,0.224327233069,0.223673225236,0.221704915630,0.218402361151,0.213728405872,0.207621566424,0.199982847825,0.190650748866,0.179350154147,0.165573740318,0.148244590280,0.124318064134,0.062841219381,,,,,,,,0.059260535246,1.201000000000
109080,0.224211513929,0.223558046758,0.221591358974,0.218291507518,0.213621338453,0.207519375796,0.199886643633,0.190561683241,0.179269468729,0.165502867134,0.148185402845,0.124273733482,0.062826738409,,,,,,,,0.059247206018,1.201000000000
109140,0.224095970246,0.223443042789,0.221477973986,0.218180820835,0.213514431411,0.207417337140,0.199790581195,0.190472747337,0.179188899127,0.165432093815,0.148126296785,0.124229461693,0.062812284145,,,,,,,,0.059233905562,1.201000000000
109200,0.223980601626,0.223328212937,0.221364760282,0.218070300730,0.213407684389,0.207315450120,0.199694660200,0.190383940871,0.179108445093,0.165361420146,0.148067271930,0.124185248650,0.062797856520,,,,,,,,0.059220633798,1.201000000000
109260,0.223865407677,0.223213556811,0.221251717478,0.217959946830,0.213301097032,0.207213714401,0.199598880338,0.190295263563,0.179028106376,0.165290845918,0.148008328111,0.124141094234,0.062783455466,,,,,,,,0.059207390649,1.201000000000
109320,0.223750388008,0.223099074024,0.221138845193,0.217849758767,0.213194668987,0.207112129650,0.199503241301,0.190206715131,0.178947882731,0.165220370918,0.147949465158,0.124096998326,0.062769080914,,,,,,,,0.059194176035,1.201000000000
109380,0.223635542229,0.222984764188,0.221026143046,0.217739736170,0.213088399898,0.207010695533,0.199407742778,0.190118295296,0.178867773908,0.165149994936,0.147890682903,0.124052960809,0.062754732795,,,,,,,,0.059180989878,1.201000000000
