coarse_radial_cells,coarse_time_step_s,fine_radial_cells,fine_time_step_s,coarse_drying_time_h,fine_drying_time_h,drying_time_difference_h,max_common_6h_profile_difference
40,20.0,80,10.0,57.48297137552617,57.47507287826608,0.007898497260086717,7.699936386854067e-05
80,10.0,160,5.0,57.47507287826608,57.473014731416605,0.0020581468494735113,3.269504011910174e-05
