coarse_radial_cells,coarse_time_step_s,fine_radial_cells,fine_time_step_s,coarse_drying_time_h,fine_drying_time_h,drying_time_difference_h,max_common_6h_profile_difference
40,20.0,80,10.0,57.48466960622846,57.47677034871884,0.007899257509618313,7.704425894333733e-05
80,10.0,160,5.0,57.47677034871884,57.474711960104116,0.0020583886147263306,3.271328982003274e-05
