time_s,R_m,half_length_m,C_min_node,Cmax_lower,Cmax_upper,volume_reference_mean
60.0,0.02,0.125,2.327084211321131,2.55000000000066,2.55000000000066,2.538578483225957
120.0,0.02,0.125,2.2420954142375846,2.550000000143841,2.550000000143841,2.5277231972721896
180.0,0.02,0.125,2.1798372739755507,2.550000000000008,2.550000000000008,2.5172162755948717
240.0,0.02,0.125,2.1292862202008362,2.5500000000002228,2.5500000000002228,2.5069799989885815
300.0,0.02,0.125,2.0863561884794004,2.55,2.55,2.496969253069558
360.0,0.02,0.125,2.0488750438771355,2.5500000000000003,2.5500000000000003,2.4871526986551142
420.0,0.02,0.125,2.0154624721740357,2.55,2.55,2.4775080016329665
480.0,0.02,0.125,1.9852253739794563,2.55,2.55,2.468017931763789
540.0,0.02,0.125,1.957641986045541,2.549999999999999,2.549999999999999,2.4586689117351606
600.0,0.02,0.125,1.9323335100956724,2.549999999999961,2.549999999999961,2.4494491069285207
660.0,0.02,0.125,1.9089926247455375,2.5499999999993648,2.5499999999993648,2.4403481160404352
720.0,0.02,0.125,1.8873218541191932,2.5499999999933602,2.5499999999933602,2.431356849246235
780.0,0.02,0.125,1.8670902637709694,2.5499999999510785,2.5499999999510785,2.4224682166297713
840.0,0.02,0.125,1.8481240888689183,2.5499999997263663,2.5499999997263663,2.413676088971721
900.0,0.02,0.125,1.8302411357982808,2.5499999987729973,2.5499999987729973,2.404974958457178
960.0,0.02,0.125,1.8134090124653948,2.549999995404261,2.549999995404261,2.3963589502807965
1020.0,0.02,0.125,1.7974913629253826,2.5499999851632746,2.5499999851632746,2.387823154872496
1080.0,0.02,0.125,1.7824863434351534,2.549999957694154,2.549999957694154,2.379364218864059
1140.0,0.02,0.125,1.7683086271214934,2.549999891376618,2.549999891376618,2.370977432100761
1200.0,0.02,0.125,1.7548380449945349,2.5499997449533565,2.5499997449533565,2.362659379020288
1260.0,0.02,0.125,1.7419705868519673,2.549999445454469,2.549999445454469,2.3544067292227338
1320.0,0.02,0.125,1.7297384055735374,2.549998871905663,2.549998871905663,2.3462160918266273
1380.0,0.02,0.125,1.71813437295105,2.549997834595563,2.549997834595563,2.3380851639961513
1440.0,0.02,0.125,1.7069976866855914,2.5499960500166106,2.5499960500166106,2.3300109433690963
1500.0,0.02,0.125,1.696250100347124,2.5499931118457115,2.5499931118457115,2.3219908558448834
1560.0,0.02,0.125,1.685925769112777,2.549988458638253,2.549988458638253,2.3140234784839824
1620.0,0.02,0.125,1.6760019559218395,2.549981339402067,2.549981339402067,2.306106555641186
1680.0,0.02,0.125,1.6664391918932429,2.549970778510291,2.549970778510291,2.2982384151326807
1740.0,0.02,0.125,1.6573276561883958,2.5499555410827983,2.5499555410827983,2.2904171115336274
1800.0,0.02,0.125,1.648617769687079,2.549934100198334,2.549934100198334,2.2826406299076942
1860.0,0.02,0.125,1.640244393272273,2.5499046068749993,2.5499046068749993,2.274907146744876
1920.0,0.02,0.125,1.6321075880146994,2.5498648625152387,2.5498648625152387,2.2672155058154377
1980.0,0.02,0.125,1.6241802328252106,2.5498122953620173,2.5498122953620173,2.2595649296295504
2040.0,0.02,0.125,1.6165266533111085,2.54974394336865,2.54974394336865,2.251953492245805
2100.0,0.02,0.125,1.6090911120577294,2.5496564466935694,2.5496564466935694,2.244379812949157
2160.0,0.02,0.125,1.6018523397507909,2.5495460477398986,2.5495460477398986,2.2368433401942847
2220.0,0.02,0.125,1.5948758676505244,2.5494085956500143,2.5494085956500143,2.2293433204800883
2280.0,0.02,0.125,1.5881033560163336,2.5492395597385062,2.5492395597385062,2.221878339497427
2340.0,0.02,0.125,1.581525830156785,2.5490340497412007,2.5490340497412007,2.2144465133537024
2400.0,0.02,0.125,1.5751448592595791,2.5487868368442976,2.5487868368442976,2.2070468779378265
2460.0,0.02,0.125,1.568949709165711,2.548492381861891,2.548492381861891,2.1996793517968527
2520.0,0.02,0.125,1.5629294216135083,2.5481448664982196,2.5481448664982196,2.1923428121883797
2580.0,0.02,0.125,1.556991020616011,2.547738230697282,2.547738230697282,2.185036897005486
2640.0,0.02,0.125,1.551206528266389,2.5472662122734384,2.5472662122734384,2.177760971376329
2700.0,0.02,0.125,1.545590698153882,2.546722396947861,2.546722396947861,2.170513448867667
2760.0,0.02,0.125,1.5400417024670314,2.546100283215119,2.546100283215119,2.1632942060505913
2820.0,0.02,0.125,1.5345532255444625,2.545393321185645,2.545393321185645,2.156103448081167
2880.0,0.02,0.125,1.5292018972252241,2.544594954558047,2.544594954558047,2.14893996554824
2940.0,0.02,0.125,1.5239414706842649,2.5436987020878794,2.5436987020878794,2.1418036246130114
3000.0,0.02,0.125,1.5187092381440073,2.542698222537213,2.542698222537213,2.1346938744327177
3060.0,0.02,0.125,1.51357299680995,2.541587339513303,2.541587339513303,2.1276105150347426
3120.0,0.02,0.125,1.508577285503624,2.5403601037655226,2.5403601037655226,2.1205529504786496
3180.0,0.02,0.125,1.5037347506660586,2.5390108573167733,2.5390108573167733,2.113520176059888
3240.0,0.02,0.125,1.4989467369216902,2.537534248521016,2.537534248521016,2.106512606882121
3300.0,0.02,0.125,1.4942311488994129,2.535925186618385,2.535925186618385,2.099529266469795
3360.0,0.02,0.125,1.4895386635170218,2.5341788520794672,2.5341788520794672,2.0925696183140126
3420.0,0.02,0.125,1.48488237216262,2.5322907689816776,2.5322907689816776,2.0856334580567664
3480.0,0.02,0.125,1.4802431542653154,2.530256859612994,2.530256859612994,2.078720563632812
3540.0,0.02,0.125,1.4756175296631666,2.528073511678384,2.528073511678384,2.071831098021346
3600.0,0.02,0.125,1.4710935952133475,2.5257376141014625,2.5257376141014625,2.0649642287759793
3660.0,0.02,0.125,1.4666569734209758,2.523246598012357,2.523246598012357,2.0581196470252445
3720.0,0.02,0.125,1.4622500255746702,2.5205984114219215,2.5205984114219215,2.051297773022578
3780.0,0.02,0.125,1.4579176698215448,2.517791382631378,2.517791382631378,2.0444982524433555
3840.0,0.02,0.125,1.4536132190014293,2.5148242063973907,2.5148242063973907,2.0377203814371088
3900.0,0.02,0.125,1.4493151219576594,2.5116959833887376,2.5116959833887376,2.030963648101299
3960.0,0.02,0.125,1.4450485025984512,2.508406200763978,2.508406200763978,2.024228607591758
